datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
2021-11-16,14.0,11.8,12.8,14.0,11.8,12.8,8.4,74.6,0.0,0.0,0.0,,0.0,0.0,32.6,34.9,57.4,1024.1,73.0,11.0,112.3,9.7,5,,2021-11-16T07:52:58,2021-11-16T17:44:38,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
2021-11-17,12.0,10.8,11.2,12.0,10.8,11.2,5.7,69.0,0.0,0.0,0.0,,0.0,0.0,28.9,24.8,47.7,1022.2,87.5,11.0,97.9,8.6,4,,2021-11-17T07:54:09,2021-11-17T17:43:51,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,VRTU9,LTFJ"
2021-11-18,12.0,10.8,11.4,12.0,10.8,11.4,6.3,70.6,0.0,0.0,0.0,,0.0,0.0,12.1,14.3,35.2,1023.3,86.9,11.0,32.4,2.8,2,,2021-11-18T07:55:20,2021-11-18T17:43:06,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
2021-11-19,11.5,8.9,10.1,11.5,7.7,9.7,6.2,76.4,0.512,100.0,8.33,rain,0.0,0.0,18.4,18.4,5.1,1022.5,88.5,10.7,19.4,1.8,1,,2021-11-19T07:56:30,2021-11-19T17:42:23,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
2021-11-20,12.8,4.8,9.2,12.8,3.4,9.0,5.1,76.1,0.031,100.0,4.17,rain,0.0,0.0,10.6,9.5,335.4,1019.2,54.3,10.9,100.1,8.6,4,,2021-11-20T07:57:40,2021-11-20T17:41:42,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,VRTU9,LTFJ"
2021-11-21,15.3,6.2,10.2,15.3,4.4,9.7,5.8,75.6,0.0,0.0,0.0,,0.0,0.0,10.3,11.8,62.0,1017.7,11.7,10.5,119.7,10.2,5,,2021-11-21T07:58:50,2021-11-21T17:41:03,0.57,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-11-22,16.5,7.3,13.2,16.5,7.3,13.2,8.5,73.6,0.0,0.0,0.0,,0.0,0.0,20.4,16.5,240.9,1016.7,18.1,10.8,116.7,10.2,5,,2021-11-22T07:59:59,2021-11-22T17:40:26,0.6,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,VRTU9,LTFJ"
2021-11-23,15.4,11.9,13.9,15.4,11.9,13.9,10.9,82.8,16.549,100.0,8.33,rain,0.0,0.0,31.7,21.9,268.0,1017.7,74.6,8.8,29.9,2.5,1,,2021-11-23T08:01:07,2021-11-23T17:39:51,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
2021-11-24,11.8,10.0,11.2,11.8,7.2,11.1,7.4,77.5,6.448,100.0,12.5,rain,0.0,0.0,24.3,30.5,41.9,1022.6,88.1,11.0,26.0,2.1,1,,2021-11-24T08:02:15,2021-11-24T17:39:19,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,VRTU9,LTFJ"
2021-11-25,12.1,9.7,10.7,12.1,6.6,9.7,5.7,71.2,0.038,100.0,8.33,rain,0.0,0.0,16.9,24.1,54.9,1020.9,78.2,10.9,74.1,6.4,3,,2021-11-25T08:03:23,2021-11-25T17:38:48,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,VRTU9,LTFJ"
2021-11-26,15.6,6.3,11.5,15.6,5.9,11.4,7.8,78.9,0.432,100.0,4.17,rain,0.0,0.0,17.2,9.5,114.5,1013.5,63.0,10.9,90.8,7.9,4,,2021-11-26T08:04:29,2021-11-26T17:38:20,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,VRTU9,LTFJ"
2021-11-27,17.9,13.4,15.9,17.9,13.4,15.9,12.0,78.1,7.015,100.0,8.33,rain,0.0,0.0,32.6,28.2,224.1,1008.8,76.2,10.8,81.6,7.0,4,,2021-11-27T08:05:35,2021-11-27T17:37:54,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-11-28,17.6,13.1,15.9,17.6,13.1,15.9,11.7,76.1,3.148,100.0,12.5,rain,0.0,0.0,26.2,30.1,230.6,1007.1,63.5,10.9,74.1,6.5,3,,2021-11-28T08:06:40,2021-11-28T17:37:30,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-11-29,22.1,13.8,17.7,22.1,13.8,17.7,10.9,66.2,10.865,100.0,12.5,rain,0.0,0.0,83.5,52.5,232.3,1002.2,70.2,8.9,20.3,1.7,1,,2021-11-29T08:07:45,2021-11-29T17:37:09,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,VRTU9,LTFJ"
2021-11-30,15.7,6.3,11.8,15.7,3.2,10.9,7.4,74.5,14.205,100.0,12.5,rain,0.0,0.0,68.4,39.2,257.8,1004.5,84.5,10.6,46.0,4.0,3,,2021-11-30T08:08:48,2021-11-30T17:36:49,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,VRTU9,LTFJ"
2021-12-01,11.8,5.3,8.7,11.8,2.0,6.9,3.0,67.7,0.098,100.0,4.17,rain,0.0,0.0,48.7,25.6,265.3,1014.2,63.5,11.1,94.9,8.2,4,,2021-12-01T08:09:51,2021-12-01T17:36:32,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,VRTU9,LTFJ"
2021-12-02,14.3,9.9,12.2,14.3,7.2,12.1,5.2,62.4,0.0,0.0,0.0,,0.0,0.0,31.3,24.0,209.2,1014.7,19.4,11.1,113.8,9.7,5,,2021-12-02T08:10:52,2021-12-02T17:36:18,0.93,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,VRTU9,LTFJ"
2021-12-03,18.1,12.9,15.2,18.1,12.9,15.2,10.3,72.6,0.812,100.0,4.17,rain,0.0,0.0,50.7,28.7,219.5,1013.1,43.8,11.0,106.6,9.4,4,,2021-12-03T08:11:52,2021-12-03T17:36:05,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,VRKZ7,LTFJ"
2021-12-04,15.1,10.1,13.3,15.1,10.1,13.3,10.1,81.3,6.687,100.0,16.67,rain,0.0,0.0,40.4,22.3,180.2,1010.9,88.3,10.3,32.7,2.9,2,,2021-12-04T08:12:51,2021-12-04T17:35:55,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,VRKZ7,LTFJ"
2021-12-05,14.5,10.1,11.7,14.5,10.1,11.7,10.1,90.3,0.016,100.0,4.17,rain,0.0,0.0,16.2,13.5,69.5,1011.6,61.7,10.2,61.4,5.3,5,,2021-12-05T08:13:49,2021-12-05T17:35:48,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,VRTU9,LTFJ"
2021-12-06,18.7,10.9,14.7,18.7,10.9,14.7,10.3,76.2,0.112,100.0,4.17,rain,0.0,0.0,16.4,14.9,183.7,1011.2,44.5,10.9,99.9,8.5,4,,2021-12-06T08:14:46,2021-12-06T17:35:42,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
2021-12-07,18.2,11.9,14.3,18.2,11.9,14.3,10.0,76.0,4.856,100.0,12.5,rain,0.0,0.0,42.5,18.2,86.5,1003.9,76.8,10.6,74.3,6.3,5,,2021-12-07T08:15:41,2021-12-07T17:35:39,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,VRKZ7,LTFJ"
2021-12-08,12.4,8.8,10.3,12.4,6.1,9.2,8.0,85.8,3.32,100.0,16.67,rain,0.0,0.0,19.8,18.6,16.9,1005.8,87.9,10.3,14.2,1.3,1,,2021-12-08T08:16:35,2021-12-08T17:35:38,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
2021-12-09,15.2,8.9,11.8,15.2,8.0,11.7,7.7,76.6,0.346,100.0,8.33,rain,0.0,0.0,24.1,19.9,217.7,1015.7,58.7,11.1,102.5,8.9,4,,2021-12-09T08:17:28,2021-12-09T17:35:40,0.17,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
2021-12-10,18.5,10.8,14.6,18.5,10.8,14.6,7.7,64.3,2.056,100.0,4.17,rain,0.0,0.0,63.3,46.1,195.7,1013.4,46.3,10.6,98.2,8.6,4,,2021-12-10T08:18:19,2021-12-10T17:35:44,0.2,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
2021-12-11,17.6,11.8,14.6,17.6,11.8,14.6,8.0,65.0,8.935,100.0,8.33,rain,0.0,0.0,53.7,26.7,173.2,1013.9,66.4,11.1,79.0,6.8,4,,2021-12-11T08:19:09,2021-12-11T17:35:50,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,VRKZ7,LTFJ"
2021-12-12,17.1,11.8,14.2,17.1,11.8,14.2,9.8,76.9,5.765,100.0,8.33,rain,0.0,0.0,22.9,17.5,160.1,1013.4,78.8,10.5,37.6,3.1,2,,2021-12-12T08:19:57,2021-12-12T17:35:58,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-12-13,12.7,9.2,11.1,12.7,5.8,10.5,9.4,89.7,11.265,100.0,12.5,rain,0.0,0.0,23.8,26.9,47.7,1015.8,88.0,10.2,42.6,3.5,2,,2021-12-13T08:20:43,2021-12-13T17:36:09,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-12-14,12.6,9.0,10.6,12.6,5.0,9.6,8.6,87.4,2.913,100.0,12.5,rain,0.0,0.0,59.4,33.9,32.9,1015.6,88.4,10.4,17.7,1.4,1,,2021-12-14T08:21:28,2021-12-14T17:36:22,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
2021-12-15,8.9,5.0,6.3,5.1,0.6,2.2,4.7,89.4,9.597,100.0,16.67,rain,0.0,0.0,47.4,33.0,357.3,1019.1,91.4,9.1,13.0,1.0,1,,2021-12-15T08:22:11,2021-12-15T17:36:38,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,VRTU9,LTFJ"
2021-12-16,6.0,4.1,5.0,3.0,-0.4,1.5,3.5,90.2,15.667,100.0,16.67,rain,0.0,0.0,24.4,26.6,331.5,1021.9,89.3,9.6,18.6,1.8,1,,2021-12-16T08:22:52,2021-12-16T17:36:55,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
2021-12-17,6.0,4.2,4.9,3.7,-0.3,2.1,3.2,88.6,3.783,100.0,16.67,rain,0.0,0.0,28.3,26.9,316.5,1019.8,90.2,9.5,30.6,2.7,2,,2021-12-17T08:23:31,2021-12-17T17:37:15,0.44,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
2021-12-18,6.8,4.8,5.8,3.7,0.8,2.2,3.2,83.9,11.73,100.0,16.67,rain,0.0,1.0,48.2,31.0,14.0,1017.4,89.0,10.7,17.1,1.6,1,,2021-12-18T08:24:09,2021-12-18T17:37:37,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,VRTU9,LTFJ"
2021-12-19,7.5,1.0,5.2,3.6,-1.1,1.3,1.2,76.2,9.981,100.0,12.5,rain,0.0,1.0,53.6,31.3,18.5,1015.4,62.4,10.9,37.1,3.2,2,,2021-12-19T08:24:45,2021-12-19T17:38:02,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,VRTU9,VRKZ7,LTFJ"
2021-12-20,7.8,0.3,5.6,5.0,-1.5,2.9,0.8,71.4,0.065,100.0,4.17,rain,0.0,0.0,42.7,23.7,275.3,1010.9,71.5,10.9,32.2,2.8,2,,2021-12-20T08:25:18,2021-12-20T17:38:28,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
2021-12-21,6.7,0.6,4.0,3.9,-1.4,1.4,-2.0,65.7,0.222,100.0,8.33,rain,0.0,0.0,37.1,28.0,311.5,1019.6,54.7,11.0,85.9,7.3,4,,2021-12-21T08:25:50,2021-12-21T17:38:57,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,VRTU9,LTFJ"
2021-12-22,5.1,-0.6,2.6,2.8,-4.1,-0.1,-3.2,66.9,1.337,100.0,4.17,"rain,snow",0.0,0.0,22.3,14.7,45.7,1026.9,72.5,10.9,78.6,6.8,4,,2021-12-22T08:26:19,2021-12-22T17:39:27,0.61,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,VRTU9,LTFJ"
2021-12-23,4.5,-1.3,1.7,2.6,-3.0,-0.9,-1.9,77.2,0.451,100.0,12.5,"rain,snow",0.0,0.0,21.1,15.3,10.5,1026.9,68.9,10.6,60.9,5.2,4,,2021-12-23T08:26:47,2021-12-23T17:40:00,0.64,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
2021-12-24,8.8,-0.7,5.0,5.3,-1.9,1.8,-0.5,68.3,0.0,0.0,0.0,,0.0,0.0,37.3,35.0,214.7,1020.3,48.9,11.0,98.5,8.3,4,,2021-12-24T08:27:13,2021-12-24T17:40:35,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,VRTU9,VRKZ7,LTFJ"
2021-12-25,12.4,8.1,10.1,12.4,3.9,8.3,3.8,65.2,0.0,0.0,0.0,,0.0,0.0,40.7,35.6,215.2,1017.4,34.6,11.0,89.9,7.7,4,,2021-12-25T08:27:36,2021-12-25T17:41:12,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-12-26,14.2,11.0,12.3,14.2,11.0,12.3,7.9,74.5,0.0,0.0,0.0,,0.0,0.0,32.3,28.8,218.1,1016.1,74.6,11.0,64.8,5.7,4,,2021-12-26T08:27:57,2021-12-26T17:41:51,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,VRTU9,LTFJ"
2021-12-27,15.7,11.7,13.6,15.7,11.7,13.6,8.2,70.1,0.0,0.0,0.0,,0.0,0.0,22.3,25.0,218.8,1016.4,58.2,10.9,86.9,7.5,4,,2021-12-27T08:28:16,2021-12-27T17:42:31,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,VRTU9,LTFJ"
2021-12-28,15.3,12.9,13.8,15.3,12.9,13.8,7.2,64.5,0.0,0.0,0.0,,0.0,0.0,28.9,20.6,210.5,1012.6,76.3,11.0,44.7,3.9,2,,2021-12-28T08:28:33,2021-12-28T17:43:14,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
2021-12-29,13.1,10.0,11.7,13.1,10.0,11.7,8.4,80.8,3.586,100.0,8.33,rain,0.0,0.0,18.8,15.9,68.4,1010.0,86.2,9.8,66.6,5.7,3,,2021-12-29T08:28:48,2021-12-29T17:43:58,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-12-30,13.8,9.9,12.1,13.8,6.2,11.2,8.2,77.5,1.367,100.0,12.5,rain,0.0,0.0,57.6,33.8,44.3,1010.4,85.2,11.0,52.7,4.5,3,,2021-12-30T08:29:00,2021-12-30T17:44:44,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-12-31,9.9,8.0,8.9,8.9,5.9,7.0,6.6,85.2,0.036,100.0,4.17,rain,0.0,0.0,25.3,29.1,44.5,1021.4,90.1,10.5,33.4,3.0,3,,2021-12-31T08:29:10,2021-12-31T17:45:32,0.92,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2022-01-01,10.3,6.9,8.9,10.3,5.3,7.9,6.9,87.2,0.192,100.0,4.17,rain,0.0,0.0,20.0,12.6,258.1,1019.4,78.1,10.6,35.7,3.0,1,,2022-01-01T08:29:18,2022-01-01T17:46:22,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
2022-01-02,11.5,8.1,9.8,11.5,7.6,9.5,8.0,88.3,2.975,100.0,12.5,rain,0.0,0.0,20.5,14.5,37.9,1023.6,78.4,10.1,27.3,2.2,1,,2022-01-02T08:29:24,2022-01-02T17:47:13,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17061099999,17064099999,17060099999"
2022-01-03,12.3,7.1,10.0,12.3,5.8,9.4,6.8,80.6,0.0,0.0,0.0,,0.0,0.0,27.7,17.6,229.8,1018.4,48.5,10.8,91.0,7.9,4,,2022-01-03T08:29:27,2022-01-03T17:48:06,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17061099999,17064099999,17060099999"
2022-01-04,13.6,9.0,11.3,13.6,9.0,11.3,7.9,79.9,0.0,0.0,0.0,,0.0,0.0,35.3,17.3,256.3,1015.5,47.1,10.8,101.9,8.7,4,,2022-01-04T08:29:28,2022-01-04T17:49:00,0.05,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D8508,LTBA,17063099999,17061099999,17064099999,17060099999"
2022-01-05,15.9,10.4,12.9,15.9,10.4,12.9,8.6,75.2,0.0,0.0,0.0,,0.0,0.0,42.5,31.8,236.4,1012.5,31.5,11.1,106.3,9.2,4,,2022-01-05T08:29:27,2022-01-05T17:49:56,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17061099999,17064099999,17060099999,LTFJ"
2022-01-06,16.7,12.2,14.3,16.7,12.2,14.3,9.6,73.8,0.0,0.0,0.0,,0.0,0.0,40.7,23.2,244.7,1012.8,68.9,11.1,106.9,9.2,4,,2022-01-06T08:29:23,2022-01-06T17:50:53,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17061099999,17064099999,17060099999"
2022-01-07,12.2,8.4,10.4,12.2,6.8,9.9,8.7,89.1,0.027,100.0,4.17,rain,0.0,0.0,27.7,26.3,36.7,1017.7,83.2,10.0,19.5,1.7,1,,2022-01-07T08:29:18,2022-01-07T17:51:52,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D8508,LTBA,17063099999,17061099999,17064099999,17060099999"
2022-01-08,11.6,9.1,10.2,11.6,7.4,9.4,8.8,91.1,0.294,100.0,12.5,rain,0.0,0.0,29.5,22.9,37.0,1014.9,88.6,8.9,42.7,3.7,2,,2022-01-08T08:29:09,2022-01-08T17:52:52,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17061099999,17064099999,17060099999"
2022-01-09,12.9,8.0,9.9,12.9,6.8,9.5,8.0,88.3,0.0,0.0,0.0,,0.0,0.0,15.5,13.5,29.2,1006.8,81.4,6.3,59.9,5.2,3,,2022-01-09T08:28:59,2022-01-09T17:53:53,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17061099999,17064099999,17059099999,17060099999"
2022-01-10,11.7,9.7,10.5,11.7,7.1,9.5,8.5,87.7,0.413,100.0,8.33,rain,0.0,0.0,32.0,22.1,37.0,1002.4,84.4,9.7,38.2,3.4,2,10.0,2022-01-10T08:28:46,2022-01-10T17:54:55,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,LTBA,17063099999,17061099999,17064099999,17059099999,17060099999"
2022-01-11,9.9,7.0,9.0,7.2,1.9,5.2,7.4,90.0,0.657,100.0,8.33,rain,0.0,0.0,64.8,41.9,53.9,1009.7,87.7,8.6,21.2,1.8,2,10.0,2022-01-11T08:28:32,2022-01-11T17:55:59,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17061099999,17064099999,17059099999,17060099999"
2022-01-12,6.1,1.3,3.3,1.0,-4.3,-2.3,1.4,87.5,14.612,100.0,12.5,"rain,snow",0.0,0.0,72.4,43.4,21.8,1020.6,89.6,9.0,18.2,1.5,1,10.0,2022-01-12T08:28:14,2022-01-12T17:57:03,0.32,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"D8508,LTBA,17063099999,17061099999,17064099999,17059099999,17060099999"
2022-01-13,2.1,1.0,1.8,-2.0,-5.9,-3.5,-4.6,62.6,0.515,100.0,8.33,"rain,snow",0.0,0.0,61.2,39.1,26.4,1030.4,89.3,10.8,39.9,3.4,2,10.0,2022-01-13T08:27:55,2022-01-13T17:58:09,0.35,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"D8508,LTBA,17063099999,17061099999,17064099999,17059099999,17060099999"
2022-01-14,5.0,-1.3,2.5,3.6,-5.2,-0.9,-3.2,66.7,0.0,0.0,0.0,,0.0,0.0,35.6,20.7,286.5,1024.3,40.7,11.3,128.4,11.3,5,10.0,2022-01-14T08:27:33,2022-01-14T17:59:15,0.38,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D8508,LTBA,17063099999,17061099999,17064099999,17059099999,17060099999"
2022-01-15,8.3,1.7,5.2,5.1,-0.5,2.8,-1.4,63.6,0.0,0.0,0.0,rain,0.0,0.0,31.3,22.9,347.4,1019.1,45.3,11.3,76.6,6.6,4,10.0,2022-01-15T08:27:10,2022-01-15T18:00:23,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17061099999,17064099999,17059099999,17060099999"
2022-01-16,6.9,-1.4,3.3,3.9,-1.8,0.9,-1.7,71.6,1.085,100.0,12.5,"rain,snow",0.0,0.0,34.2,17.6,355.4,1026.0,47.8,11.1,58.7,5.2,2,10.0,2022-01-16T08:26:44,2022-01-16T18:01:31,0.45,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"D8508,LTBA,17063099999,17061099999,17064099999,17059099999,17060099999"
2022-01-17,8.9,-0.7,5.7,5.9,-1.7,2.6,-0.5,64.9,0.0,0.0,0.0,rain,0.0,0.0,48.2,31.5,218.6,1021.4,46.1,11.4,122.1,10.5,5,10.0,2022-01-17T08:26:15,2022-01-17T18:02:40,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17061099999,17064099999,17059099999,17060099999"
2022-01-18,9.0,2.7,5.8,5.5,-1.8,2.5,-1.7,59.0,0.642,100.0,12.5,rain,0.0,0.0,61.2,40.3,321.7,1020.3,69.5,11.3,59.9,5.2,2,10.0,2022-01-18T08:25:45,2022-01-18T18:03:50,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17061099999,17064099999,17059099999,17060099999"
2022-01-19,3.3,-1.6,1.6,-0.6,-4.8,-2.1,-4.4,64.8,1.426,100.0,12.5,"rain,snow",0.0,0.0,48.2,26.9,345.3,1028.9,69.2,10.8,65.1,5.8,3,10.0,2022-01-19T08:25:12,2022-01-19T18:05:01,0.55,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"D8508,LTBA,17063099999,17061099999,17064099999,17059099999,17060099999"
