datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
2021-01-01,14.2,10.9,12.6,14.2,10.9,12.6,9.0,79.0,2.747,100.0,8.33,rain,0.0,0.0,25.9,24.1,222.9,1016.1,56.8,11.0,62.1,5.5,3,,2021-01-01T08:29:19,2021-01-01T17:46:34,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-01-02,15.6,6.2,10.8,15.6,4.8,10.6,6.2,74.5,0.0,0.0,0.0,,0.0,0.0,14.6,11.5,71.1,1022.6,8.9,11.0,102.3,8.8,4,,2021-01-02T08:29:24,2021-01-02T17:47:25,0.61,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-01-03,14.4,6.9,11.0,14.4,6.1,10.9,5.9,71.4,0.0,0.0,0.0,,0.0,0.0,11.2,8.7,67.7,1021.4,46.8,10.9,69.7,5.9,4,,2021-01-03T08:29:27,2021-01-03T17:48:19,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-01-04,15.8,10.3,13.0,15.8,10.3,13.0,5.2,59.8,0.0,0.0,0.0,,0.0,0.0,16.8,12.6,94.6,1017.0,52.5,11.1,88.0,7.6,4,,2021-01-04T08:29:27,2021-01-04T17:49:13,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-01-05,15.3,10.8,13.5,15.3,10.8,13.5,8.5,72.0,1.202,100.0,4.17,rain,0.0,0.0,36.6,20.1,219.5,1013.9,45.0,11.1,106.7,9.1,5,,2021-01-05T08:29:26,2021-01-05T17:50:09,0.72,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-01-06,14.3,7.3,11.3,14.3,7.3,11.2,7.0,75.9,0.121,100.0,4.17,rain,0.0,0.0,17.2,10.4,173.5,1021.3,37.8,11.1,80.2,6.9,4,,2021-01-06T08:29:22,2021-01-06T17:51:07,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,VRKZ7,LTFJ"
2021-01-07,15.3,10.5,12.8,15.3,10.5,12.8,7.9,72.0,0.0,0.0,0.0,,0.0,0.0,52.6,21.4,206.9,1018.2,48.2,11.1,62.1,5.2,3,,2021-01-07T08:29:15,2021-01-07T17:52:06,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-01-08,17.6,11.8,14.5,17.6,11.8,14.5,9.1,70.5,0.0,0.0,0.0,,0.0,0.0,38.1,28.1,229.3,1014.0,53.4,11.1,96.4,8.4,4,,2021-01-08T08:29:07,2021-01-08T17:53:06,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
2021-01-09,15.3,9.0,11.7,15.3,6.0,10.3,8.7,82.6,8.563,100.0,12.5,rain,0.0,0.0,23.5,23.9,356.9,1014.3,80.7,9.7,30.7,2.6,2,,2021-01-09T08:28:56,2021-01-09T17:54:08,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-01-10,9.8,7.9,8.8,7.8,4.5,6.3,7.7,93.1,32.574,100.0,16.67,rain,0.0,0.0,21.1,22.6,47.4,1018.1,93.8,8.9,17.3,1.3,1,,2021-01-10T08:28:42,2021-01-10T17:55:10,0.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-01-11,18.6,9.1,13.1,18.6,7.6,12.9,10.8,86.8,1.503,100.0,8.33,rain,0.0,0.0,16.6,16.0,334.4,1014.3,89.2,9.9,52.5,4.4,3,,2021-01-11T08:28:27,2021-01-11T17:56:14,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-01-12,17.1,9.2,13.1,17.1,6.4,12.8,10.5,85.5,6.805,100.0,12.5,rain,0.0,0.0,48.2,26.1,313.0,1009.8,87.8,8.8,55.4,4.7,3,,2021-01-12T08:28:09,2021-01-12T17:57:19,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-01-13,11.3,6.0,7.3,11.3,2.4,4.9,4.9,84.9,22.561,100.0,12.5,rain,0.0,0.0,25.9,27.7,357.9,1006.4,89.1,9.8,20.4,1.6,1,,2021-01-13T08:27:49,2021-01-13T17:58:25,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-01-14,6.0,4.2,5.0,5.4,-0.2,2.4,0.8,74.7,0.934,100.0,12.5,rain,0.0,0.0,20.5,23.1,333.6,1009.2,82.5,11.1,29.1,2.4,2,,2021-01-14T08:27:27,2021-01-14T17:59:31,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,VRKZ7,LTFJ"
2021-01-15,6.3,1.1,3.6,3.9,-4.1,1.1,-0.5,75.7,8.22,100.0,8.33,"rain,snow",0.0,0.0,16.3,22.1,326.6,1013.2,72.2,10.0,48.1,4.1,3,,2021-01-15T08:27:03,2021-01-15T18:00:39,0.07,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-01-16,5.6,0.4,2.6,2.5,-3.6,-0.4,-0.7,79.7,8.437,100.0,8.33,"rain,snow",0.0,0.0,30.9,18.9,47.9,1011.7,61.6,9.4,42.1,3.8,2,,2021-01-16T08:26:36,2021-01-16T18:01:47,0.1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-01-17,2.0,-1.8,0.2,-3.2,-7.2,-5.3,-1.9,86.4,15.576,100.0,12.5,"rain,snow",0.0,0.0,61.2,31.7,355.7,1012.6,89.3,7.9,24.1,2.1,1,,2021-01-17T08:26:08,2021-01-17T18:02:57,0.13,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-01-18,1.5,-3.9,-1.6,1.5,-9.9,-4.7,-5.3,76.4,2.872,100.0,12.5,"rain,snow",0.0,0.0,15.4,20.3,351.1,1020.7,54.6,10.2,92.8,8.0,4,,2021-01-18T08:25:37,2021-01-18T18:04:07,0.17,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-01-19,2.4,-4.8,-1.4,2.4,-8.4,-3.4,-5.0,76.5,1.823,100.0,8.33,"rain,snow",0.0,0.0,12.4,12.0,16.0,1024.3,32.3,10.6,83.6,7.2,4,,2021-01-19T08:25:04,2021-01-19T18:05:17,0.2,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-01-20,6.1,-4.2,2.0,2.3,-6.3,-1.2,-2.8,71.1,0.0,0.0,0.0,,0.0,0.0,30.5,24.1,222.2,1026.5,62.8,10.8,111.4,9.7,4,,2021-01-20T08:24:29,2021-01-20T18:06:29,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-01-21,10.4,6.8,8.5,10.4,2.7,5.7,1.6,61.8,0.0,0.0,0.0,,0.0,0.0,28.1,30.0,203.8,1026.9,58.1,11.1,97.1,8.4,4,,2021-01-21T08:23:51,2021-01-21T18:07:41,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-01-22,13.7,9.7,11.5,13.7,6.9,10.9,5.3,65.6,0.037,100.0,4.17,rain,0.0,0.0,33.5,23.4,198.0,1023.5,65.4,11.1,105.5,9.2,4,,2021-01-22T08:23:12,2021-01-22T18:08:53,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-01-23,13.7,10.5,12.1,13.7,10.5,12.1,6.1,66.8,0.0,0.0,0.0,,0.0,0.0,26.3,20.9,206.2,1017.9,62.9,11.1,97.4,8.4,4,,2021-01-23T08:22:31,2021-01-23T18:10:06,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,VRKZ7,LTFJ"
2021-01-24,13.8,10.5,12.1,13.8,10.5,12.1,7.4,72.9,2.809,100.0,8.33,rain,0.0,0.0,51.8,25.5,203.0,1011.1,68.4,10.9,85.7,7.5,4,,2021-01-24T08:21:48,2021-01-24T18:11:19,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,VRKZ7,LTFJ"
2021-01-25,13.1,10.3,12.1,13.1,10.3,12.1,7.9,76.1,7.646,100.0,8.33,rain,0.0,0.0,64.8,36.0,215.1,1007.3,67.9,10.1,45.7,4.0,2,,2021-01-25T08:21:02,2021-01-25T18:12:33,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-01-26,14.2,10.1,12.5,14.2,10.1,12.5,8.9,78.9,0.868,100.0,8.33,rain,0.0,0.0,22.9,23.1,224.5,1007.1,78.2,10.5,46.1,4.1,2,,2021-01-26T08:20:15,2021-01-26T18:13:47,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,VRKZ7,LTFJ"
2021-01-27,14.0,2.1,5.5,14.0,-3.4,1.4,3.5,87.4,23.458,100.0,16.67,rain,0.0,0.6,66.6,33.9,343.9,1001.0,88.9,7.5,22.7,1.9,1,,2021-01-27T08:19:26,2021-01-27T18:15:01,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,VRKZ7,LTFJ"
2021-01-28,5.0,1.0,2.9,3.4,-3.6,-0.1,-1.7,72.6,5.503,100.0,8.33,"rain,snow",0.0,0.4,24.7,21.2,299.7,1011.6,63.8,10.9,79.9,6.8,5,,2021-01-28T08:18:35,2021-01-28T18:16:16,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,VRKZ7,LTFJ"
2021-01-29,9.1,1.6,6.2,5.7,-0.9,2.5,0.1,65.3,0.0,0.0,0.0,,0.0,0.0,55.4,29.5,214.8,1011.8,60.2,11.1,114.1,9.8,4,,2021-01-29T08:17:42,2021-01-29T18:17:30,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-01-30,10.8,7.3,9.0,10.8,4.2,6.7,5.7,80.3,12.611,100.0,12.5,rain,0.0,0.0,30.4,28.7,187.4,1002.2,88.1,9.9,44.4,3.9,2,,2021-01-30T08:16:48,2021-01-30T18:18:45,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-01-31,13.6,7.5,10.4,13.6,4.5,9.3,6.1,75.1,0.346,100.0,4.17,rain,0.0,0.0,30.2,18.8,195.4,1008.7,50.0,11.1,110.2,9.5,5,,2021-01-31T08:15:51,2021-01-31T18:20:00,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-02-01,17.0,9.7,13.9,17.0,8.6,13.8,6.1,60.3,0.0,0.0,0.0,,0.0,0.0,28.1,30.2,195.4,1007.2,78.5,11.1,67.4,5.7,3,,2021-02-01T08:14:53,2021-02-01T18:21:15,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,VRKZ7,LTFJ"
2021-02-02,15.6,10.2,12.9,15.6,10.2,12.9,8.9,77.2,4.135,100.0,12.5,rain,0.0,0.0,27.8,26.2,189.7,1013.8,81.4,10.2,60.8,5.2,3,,2021-02-02T08:13:53,2021-02-02T18:22:30,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,VRKZ7,LTFJ"
2021-02-03,14.7,9.3,12.0,14.7,9.3,12.0,8.8,81.2,0.0,0.0,0.0,,0.0,0.0,12.1,8.6,257.8,1016.9,48.4,10.5,103.9,8.8,5,,2021-02-03T08:12:52,2021-02-03T18:23:45,0.7,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,VRKZ7,LTFJ"
2021-02-04,14.7,7.5,11.4,14.7,7.5,11.4,8.6,83.7,0.094,100.0,4.17,rain,0.0,0.0,24.0,13.4,254.2,1016.1,12.2,9.9,127.6,11.0,6,,2021-02-04T08:11:49,2021-02-04T18:25:01,0.75,Rain,Clear conditions throughout the day with morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-02-05,15.6,7.9,11.5,15.6,7.9,11.5,9.3,86.9,0.0,0.0,0.0,,0.0,0.0,11.3,12.7,278.3,1019.9,21.4,8.0,133.1,11.5,6,,2021-02-05T08:10:44,2021-02-05T18:26:16,0.77,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-02-06,14.2,7.6,10.4,14.2,7.6,10.0,8.6,88.8,0.0,0.0,0.0,,0.0,0.0,36.0,15.2,257.2,1016.6,22.1,7.0,146.4,12.6,6,,2021-02-06T08:09:38,2021-02-06T18:27:31,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-02-07,15.6,7.3,11.5,15.6,6.2,11.3,8.1,81.4,0.094,100.0,4.17,rain,0.0,0.0,10.5,7.6,204.3,1014.6,33.5,7.2,111.0,9.7,5,,2021-02-07T08:08:30,2021-02-07T18:28:46,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-02-08,21.2,13.1,16.4,21.2,13.1,16.4,6.3,52.5,0.121,100.0,4.17,rain,0.0,0.0,55.0,33.9,239.9,1008.5,56.3,11.0,91.5,7.8,5,,2021-02-08T08:07:21,2021-02-08T18:30:01,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-02-09,17.1,13.3,15.0,17.1,13.3,15.0,9.7,70.9,1.049,100.0,8.33,rain,0.0,0.0,61.2,30.9,228.4,1010.8,72.6,10.9,143.2,12.3,6,,2021-02-09T08:06:10,2021-02-09T18:31:15,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-02-10,15.7,11.1,13.5,15.7,11.1,13.5,9.3,76.4,4.339,100.0,4.17,rain,0.0,0.0,68.4,29.9,224.2,1011.9,62.4,10.5,134.4,11.6,6,,2021-02-10T08:04:57,2021-02-10T18:32:30,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-02-11,18.1,11.9,14.4,18.1,11.9,14.4,8.0,66.1,0.6,100.0,8.33,rain,0.0,0.0,64.8,41.5,221.2,1011.9,75.4,10.0,88.0,7.6,3,,2021-02-11T08:03:44,2021-02-11T18:33:44,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LTBA,17063099999,17119099999,17064099999,17060099999,VRKZ7,LTFJ"
2021-02-12,11.9,2.0,5.0,11.9,-2.7,2.4,1.2,77.1,7.6,100.0,37.5,rain,0.0,0.0,66.6,45.1,341.8,,86.2,9.6,58.0,5.1,5,,2021-02-12T08:02:29,2021-02-12T18:34:58,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D8508,LTBA,LTFJ"
2021-02-13,2.7,-0.9,1.1,2.6,-7.3,-3.4,-5.5,61.7,0.0,0.0,0.0,,0.0,0.0,21.9,32.4,26.9,1027.0,79.3,10.5,100.2,8.5,5,,2021-02-13T08:01:13,2021-02-13T18:36:12,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-02-14,1.0,-1.0,0.2,-4.1,-7.5,-5.7,-0.6,94.3,14.613,100.0,16.67,"rain,snow",0.0,0.0,31.3,31.4,41.0,1023.2,89.6,3.0,24.7,2.2,1,,2021-02-14T07:59:55,2021-02-14T18:37:26,0.08,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-02-15,2.4,0.1,1.2,-2.8,-5.7,-4.2,-0.8,86.9,8.273,100.0,12.5,"rain,snow",0.0,0.0,46.4,31.3,23.8,1024.1,88.6,5.6,66.3,5.7,4,,2021-02-15T07:58:36,2021-02-15T18:38:39,0.12,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-02-16,2.0,-1.0,0.5,-4.3,-7.2,-5.5,-3.8,73.4,3.527,100.0,12.5,"rain,snow",0.0,0.0,66.6,38.1,17.3,1022.4,85.3,8.6,100.1,8.6,4,,2021-02-16T07:57:16,2021-02-16T18:39:52,0.15,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-02-17,3.0,-1.0,0.6,0.2,-6.5,-3.6,-2.6,79.8,3.033,100.0,12.5,"rain,snow",0.0,0.0,28.1,28.4,356.9,1021.3,71.6,9.4,96.3,8.2,4,,2021-02-17T07:55:55,2021-02-17T18:41:05,0.18,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-02-18,4.8,0.2,3.7,4.1,-1.9,0.4,-0.6,74.4,2.058,100.0,8.33,rain,0.0,0.0,25.6,23.8,241.1,1019.8,82.4,10.2,41.5,3.7,2,,2021-02-18T07:54:33,2021-02-18T18:42:18,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-02-19,4.2,2.8,3.6,4.1,-1.8,0.7,-0.6,74.5,0.087,100.0,4.17,rain,0.0,0.0,11.2,22.2,38.7,1027.7,86.8,10.5,90.9,7.8,4,,2021-02-19T07:53:09,2021-02-19T18:43:30,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
2021-02-20,7.0,-1.2,3.0,4.5,-3.7,0.5,-2.3,68.8,0.0,0.0,0.0,,0.0,0.0,,18.2,82.9,1027.8,73.7,10.2,105.1,9.1,5,,2021-02-20T07:51:45,2021-02-20T18:44:42,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17119099999,17061099999,remote,17064099999,17059099999,LTFJ"
2021-02-21,9.1,1.6,5.3,6.5,-1.5,2.4,-0.6,66.4,0.0,0.0,0.0,,0.0,0.0,21.5,23.7,62.4,1031.4,36.0,10.3,186.1,16.2,7,,2021-02-21T07:50:19,2021-02-21T18:45:54,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17119099999,17063099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-02-22,9.9,-0.7,5.2,8.7,-2.4,3.9,1.0,75.5,0.0,0.0,0.0,,0.0,0.0,13.9,11.8,32.3,1031.1,10.0,10.7,153.6,13.3,6,,2021-02-22T07:48:53,2021-02-22T18:47:06,0.34,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-02-23,12.5,1.3,6.5,12.5,-0.7,6.2,3.2,80.4,0.0,0.0,0.0,,0.0,0.0,13.1,9.4,331.7,1030.8,0.0,8.6,167.7,14.5,7,,2021-02-23T07:47:26,2021-02-23T18:48:17,0.37,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-02-24,8.1,4.7,6.9,5.8,1.9,4.3,4.0,82.3,0.0,0.0,0.0,,0.0,0.0,21.7,19.5,21.2,1032.8,68.4,7.4,61.1,5.3,4,,2021-02-24T07:45:57,2021-02-24T18:49:28,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17119099999,17063099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-02-25,10.4,6.7,8.0,10.4,3.4,5.5,4.9,80.9,0.32,100.0,8.33,rain,0.0,0.0,16.7,21.2,42.5,1033.8,70.2,10.8,99.3,8.6,4,,2021-02-25T07:44:28,2021-02-25T18:50:38,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-02-26,12.8,3.3,8.4,12.8,1.2,7.2,4.0,74.9,0.0,0.0,0.0,,0.0,0.0,15.9,13.7,42.8,1028.7,11.2,11.0,174.0,15.0,6,,2021-02-26T07:42:58,2021-02-26T18:51:48,0.47,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-02-27,12.8,2.4,7.9,12.8,2.4,7.4,4.6,80.2,0.018,100.0,4.17,rain,0.0,0.0,14.8,15.7,327.6,1020.4,0.5,10.4,163.9,14.1,6,,2021-02-27T07:41:27,2021-02-27T18:52:58,0.5,Rain,Clear conditions throughout the day with morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-02-28,10.4,3.5,8.0,10.4,1.4,5.0,3.3,73.3,0.116,100.0,4.17,rain,0.0,0.0,57.6,33.3,27.6,1026.5,67.7,10.6,94.1,8.2,4,,2021-02-28T07:39:55,2021-02-28T18:54:08,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-03-01,9.6,1.3,5.7,8.2,-0.1,4.3,2.1,78.3,0.345,100.0,4.17,rain,0.0,0.0,23.0,21.8,347.3,1027.4,53.7,10.6,168.3,14.6,7,,2021-03-01T07:38:23,2021-03-01T18:55:17,0.57,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-03-02,7.2,4.9,5.8,4.0,1.0,2.4,3.4,84.6,4.892,100.0,16.67,rain,0.0,0.0,28.4,22.5,21.8,1029.6,87.7,10.4,99.6,8.5,5,,2021-03-02T07:36:50,2021-03-02T18:56:26,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-03-03,9.7,0.4,5.6,7.9,-2.3,3.5,2.1,79.0,1.149,100.0,4.17,rain,0.0,0.0,16.9,23.0,20.2,1029.4,52.1,10.7,108.0,9.3,5,,2021-03-03T07:35:16,2021-03-03T18:57:35,0.64,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-03-04,9.6,0.6,5.5,8.4,-1.2,4.5,1.6,76.9,0.018,100.0,4.17,rain,0.0,0.0,14.8,10.2,224.4,1024.7,20.8,10.6,188.2,16.2,7,,2021-03-04T07:33:42,2021-03-04T18:58:44,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-03-05,15.8,4.0,10.4,15.8,4.0,9.8,2.9,62.1,0.0,0.0,0.0,,0.0,0.0,14.5,17.3,248.4,1017.6,5.2,10.8,212.2,18.4,7,,2021-03-05T07:32:07,2021-03-05T18:59:52,0.71,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
2021-03-06,13.5,5.0,9.6,13.5,0.7,8.2,6.0,78.5,4.495,100.0,8.33,rain,0.0,0.0,22.9,25.9,352.6,1021.0,72.7,10.0,76.1,6.5,5,,2021-03-06T07:30:31,2021-03-06T19:01:00,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
